UDS 속성명,Naver 필드명,API 영역,사용 문서 수,UDS 필요도,설명
채널 상품 전용 상품명 (string) 채널 상품 전용 상품,channelProductName,상품,8,✅ 핵심 UDS,channelProductName 채널 상품 전용 상품명 (string) 채널 상품 전용 상품명을 사용하는 경우 입력합니다. 미입력 시 원상품명으로 적용됩니다.
채널 상품 ID,channelProductId,SKU,1,✅ 핵심 UDS,channelProductId string NULLABLE 채널 상품 ID. SKU와 연결된 채널 상품 ID.
채널 상품번호 (integer,channelProductNos,상품 공지사항 적용,1,✅ 핵심 UDS,channelProductNos 채널 상품번호 (integer<int64>)[] REQUIRED
채널 상품번호 목록 (integer,channelProductNos,상품 목록,1,✅ 핵심 UDS,channelProductNos 채널 상품번호 목록 (integer<int64>)[]
채널 서비스 타입 (string) Possible value,channelServiceType,상품 목록,1,✅ 핵심 UDS,"channelServiceType 채널 서비스 타입 (string) Possible values: [STOREFARM, WINDOW, AFFILIATE]"
채널 유형 Possible values,channelType,판매자,1,✅ 핵심 UDS,"channelType string 채널 유형 Possible values: [STOREFARM, WINDOW]"
채널 URL,url,판매자,1,✅ 핵심 UDS,url string 채널 URL
채널상품번호,channelProductNo,"상품, 상품 검수, 상품 목록",6,✅ 핵심 UDS,channelProductNo integer<int64> REQUIRED 채널 상품번호
첫 번째 페이지 여부,first,SKU,2,✅ 핵심 UDS,first boolean REQUIRED 첫 번째 페이지 여부 Example: true
첫 번째 페이지 여부 (boolean),first,"상품 목록, 상품 배송 정보, 카탈로그",4,✅ 핵심 UDS,first 첫 번째 페이지 여부 (boolean)
총,totalPayCommissionAmount,정산 내역,1,✅ 핵심 UDS,totalPayCommissionAmount 총 네이버페이 관리 수수료 금액 (number) NULLABLE 총 네이버페이 관리 수수료 금액
총 매출 금액 (number) REQUIRED 총 매출 금액,totalSalesAmount,부가세 내역,2,✅ 핵심 UDS,totalSalesAmount 총 매출 금액 (number) REQUIRED 총 매출 금액
총 배송 기간(ms),totalDeliveryTime,판매 분석,1,✅ 핵심 UDS,totalDeliveryTime number<double> 총 배송 기간(ms)
최근 문의 답변 내용,answerContent,고객 문의 조회,2,✅ 핵심 UDS,answerContent string 최근 문의 답변 내용
최근 문의 답변 등록 일시(yyyy-MM-dd,answerRegistrationDateTime,고객 문의 조회,2,✅ 핵심 UDS,answerRegistrationDateTime string<date-time> 최근 문의 답변 등록 일시(yyyy-MM-dd'T'HH:mm:ss.SSSXXX)
최근 문의 답변 템플릿 번호,answerTemplateNo,고객 문의 조회,2,✅ 핵심 UDS,answerTemplateNo integer<int64> 최근 문의 답변 템플릿 번호
최근 문의 답변 ID,answerContentId,고객 문의 조회,2,✅ 핵심 UDS,answerContentId integer<int64> 최근 문의 답변 ID
최대 10개까지 등록 가능,imageFiles,상품 이미지,1,✅ 핵심 UDS,"imageFiles string<binary>[] REQUIRED 최대 10개까지 등록 가능. 업로드할 수 있는 이미지의 형식은 JPG, GIF, PNG, BMP입니다."
최대 과금 매출 연동 수수료 금액 (number) 최대 과금,maximumSellingInterlockCommissionAmount,정산 내역,1,✅ 핵심 UDS,maximumSellingInterlockCommissionAmount 최대 과금 매출 연동 수수료 금액 (number) 최대 과금 매출 연동 수수료 금액
최대 속성값 (string),maxAttributeValue,상품 속성,1,✅ 핵심 UDS,maxAttributeValue 최대 속성값 (string)
최대 속성값 단위 코드 (string),maxAttributeValueUnitCode,상품 속성,1,✅ 핵심 UDS,maxAttributeValueUnitCode 최대 속성값 단위 코드 (string)
최소 구매 수량 (integer,minPurchaseQuantity,상품 일괄 수정,1,✅ 핵심 UDS,minPurchaseQuantity 최소 구매 수량 (integer<int32>) Possible values: <= 10000
최소 속성값 (string),minAttributeValue,상품 속성,1,✅ 핵심 UDS,minAttributeValue 최소 속성값 (string)
최소 속성값 단위 코드 (string),minAttributeValueUnitCode,상품 속성,1,✅ 핵심 UDS,minAttributeValueUnitCode 최소 속성값 단위 코드 (string)
최종 변경 시작일시,lastChangedFrom,주문 조회,1,✅ 핵심 UDS,lastChangedFrom string<date-time> REQUIRED 조회 시작 일시(inclusive) Example: 2022-04-11T15:21:44.000+09:00
최종 변경 유형,lastChangedType,주문 조회,2,✅ 핵심 UDS,lastChangedType lastChangedType.pay-order-seller (string) 최종 변경 구분. 250바이트 내외 코드 설명 비고 PAY_WAITING 결제 대기 PAYED 결제 완료 EXCHANGE_OPTION 옵션 변경 선물하기 DELIVERY_ADDRESS_CHANGED 배송지 변경 GIFT_RECEIVED 선물 수락 선물하기 CLAIM_REJECTED 클레임 철회 DISPATCHED 발송 처리 CLAIM_REQUESTED 클레임 요청 COLLECT_DONE 수거 완료 CLAIM_COMPLETED 클레임 완료 PURCHASE_DECIDED 구매 확정 HOPE_DELIVERY_INFO_CHANGED 배송 희망일 변경 CLAIM_REDELIVERING 교환 재배송처리
최종 변경일시,lastChangedDate,주문 조회,1,✅ 핵심 UDS,lastChangedDate string<date-time> 최종 변경 일시. 45바이트 내외 Example: 2023-01-16T17:14:51.794+09:00
추가 상품 정보 (object),supplementProductInfo,그룹상품,4,✅ 핵심 UDS,supplementProductInfo 추가 상품 정보 (object)
추가 조회 시퀀스,moreSequence,주문 조회,1,✅ 핵심 UDS,moreSequence string moreSequence 사용법은 API 설명을 참고합니다. 임의의 값 입력 시 예기치 않은 결과가 제공될 수 있습니다.
추적 ID,traceId,"SKU, 고객 데이터, 고객 문의 답변 등록/수정, 고객 문의 조회, 교환, 마케팅 분석, 반품, 발주/발송 처리, 부가세 내역, 비즈월렛 결제 내역 조회, 상품 공지사항, 상품 문의, 솔루션 사용 API, 쇼핑행동 분석, 실시간 분석, 외부 개발사 자체 결제, 정산 내역, 주문 조회, 취소, 판매 분석, 판매자 물류, 판매자 인증 JWE 해석",74,✅ 핵심 UDS,traceIdstringAPI 오류 추적용 ID. 5000 API 오류 코드 발생으로 인한 문의 시 함께 전달 부탁드립니다.
취소 상세 사유,cancelDetailedReason,취소,1,✅ 핵심 UDS,cancelDetailedReason string 취소 상세 사유. 500자 제한
취소 수량 (미,cancelQuantity,취소,1,✅ 핵심 UDS,cancelQuantity integer 취소 수량 (미입력 시 전체수량취소)
카탈로그 ID (integer,"id, modelId","Other, 상품 목록, 카탈로그",4,✅ 핵심 UDS,modelId 카탈로그 ID (integer<int64>)
카탈로그명 (string),modelName,상품 목록,1,✅ 핵심 UDS,modelName 카탈로그명 (string)
카테고리 ID,categoryId,"상품 속성, 상품정보제공고시, 옵션, 카테고리",6,✅ 핵심 UDS,categoryId string REQUIRED 카테고리 ID
카테고리 ID (string),categoryId,"Other, 상품 목록, 카탈로그",4,✅ 핵심 UDS,categoryId 카테고리 ID (string)
카테고리별 표준형 옵션 상세 속성 (object),standardOptionAttributes,옵션,1,✅ 핵심 UDS,standardOptionAttributes 카테고리별 표준형 옵션 상세 속성 (object)[] Array [ attributeId 속성 ID (integer<int64>) REQUIRED attributeValueId 속성값 ID (integer<int64>) REQUIRED attributeValueName 속성값 이름 (string) REQUIRED attributeColorCode 속성 색상 코드 (string) imageUrls 표준형 옵션에서 사용할 이미지 URL (string)[] ]
커머스API 사용 가능 여부(계정 인증 여부),accountAuthentication,판매자 인증 JWE 해석,1,✅ 핵심 UDS,accountAuthentication boolean 커머스API 사용 가능 여부(계정 인증 여부)
코드,"code, originAreaCodeNames, subOriginAreaCodeNames","OAuth 2.0, SKU, 고객 데이터, 고객 문의 답변 등록/수정, 고객 문의 조회, 교환, 그룹상품, 마케팅 분석, 반품, 발주/발송 처리, 부가세 내역, 브랜드, 비즈월렛 결제 내역 조회, 사이즈, 상품, 상품 검수, 상품 공지사항, 상품 공지사항 적용, 상품 목록, 상품 문의, 상품 배송 정보, 상품 속성, 상품 원산지 정보, 상품 이미지, 상품 일괄 수정, 상품정보제공고시, 솔루션 사용 API, 쇼핑행동 분석, 실시간 분석, 옵션, 외부 개발사 자체 결제, 정산 내역, 제조사, 주문 조회, 취소, 카탈로그, 카테고리, 태그, 판매 분석, 판매 옵션, 판매자 물류, 판매자 인증 JWE 해석, 패션모델",132,✅ 핵심 UDS,codeerrorCode.pay-order-seller (string)오류 코드 정의 코드설명비고4000잘못된 요청 파라미터오류 유형.객체명.필드명9999기타정의되지 않은 오류 코드100001상품 주문을 찾을 수 없음100003주문을 찾을 수 없음101009처리 권한이 없는 상품 주문 번호를 요청101011직계약 상품은 물류사만 발주확인 가능104105발송 기한 입력 범위 초과104116배송 방법 변경 필요(배송 없음 주문)104117배송 방법 변경 필요104118택배사 미입력104119택배사 코드 확인104120송장 번호 미입력104121배송 송장 오류(기사용 송장)104122배송 송장 오류(비유효 송장)104131상품 주문 번호 중복104133잘못된 요청104417교환 상태 확인 필요(재배송 처리 불가능 주문 상태)104139조회 가능한 날짜 범위를 초과104441희망일배송 상품 또는 N희망일배송 상품이 아님104442상품 주문 상태 확인 필요104443발주 상태 확인 필요104
콘텐츠 게시글 일련번호 (integer,bbsSeq,상품,8,✅ 핵심 UDS,bbsSeq 콘텐츠 게시글 일련번호 (integer<int64>) 공지사항
퀵서비스 배송 지역 코드,quickServiceAreas,상품 일괄 수정,1,✅ 핵심 UDS,"quickServiceAreas string[] 퀵서비스 배송 지역 코드입니다. 네이버 풀필먼트 상품, N희망일배송 상품은 퀵서비스를 설정할 수 없습니다. SEOUL(서울 전지역), GYEONGGI(경기 전지역), GOYANG(경기 고양), GOCHON(경기 고촌), GONJIAM(경기 곤지암), GWACHEON(경기 과천), GWANGMYEONG(경기 광명), GYEONGGIGWANGJU(경기 광주), GYOMUN(경기 교문리), GURI(경기 구리), GUSEONG(경기 구성), GUNPO(경기 군포), GIMPO(경기 김포), BUCHEON(경기 부천), BUNDANG(경기 분당), SEONGNAM(경기 성남), SUWON(경기 수원), SUJI(경기 수지), SIHEUNG(경기 시흥), ANSAN(경기 안산), ANYANG(경기 안양), YONGIN(경기 용인), UIWANG(경기 의왕), UIJEONGBU(경기 의정부), ICHEON(경기 이천), ILSAN(경기 일산), "
클레임 상태,claimStatus,주문 조회,1,✅ 핵심 UDS,claimStatus claimStatus.pay-order-seller (string) 클레임 상태. 250바이트 내외 코드 설명 비고 CANCEL_REQUEST 취소 요청 CANCELING 취소 처리 중 CANCEL_DONE 취소 처리 완료 CANCEL_REJECT 취소 철회 RETURN_REQUEST 반품 요청 EXCHANGE_REQUEST 교환 요청 COLLECTING 수거 처리 중 COLLECT_DONE 수거 완료 EXCHANGE_REDELIVERING 교환 재배송 중 RETURN_DONE 반품 완료 EXCHANGE_DONE 교환 완료 RETURN_REJECT 반품 철회 EXCHANGE_REJECT 교환 철회 PURCHASE_DECISION_HOLDBACK 구매 확정 보류 PURCHASE_DECISION_REQUEST 구매 확정 요청 PURCHASE_DECISION_HOLDBACK_RELEASE 구매 확정 보류 해제 ADMIN_CANCELING 직권 취소 중 ADMIN_CA
클레임 상태 목록,claimStatuses,주문 조회,1,✅ 핵심 UDS,claimStatuses claimStatus.pay-order-seller (string)[] 클레임 상태 목록. 250바이트 내외 코드 설명 비고 CANCEL_REQUEST 취소 요청 CANCELING 취소 처리 중 CANCEL_DONE 취소 처리 완료 CANCEL_REJECT 취소 철회 RETURN_REQUEST 반품 요청 EXCHANGE_REQUEST 교환 요청 COLLECTING 수거 처리 중 COLLECT_DONE 수거 완료 EXCHANGE_REDELIVERING 교환 재배송 중 RETURN_DONE 반품 완료 EXCHANGE_DONE 교환 완료 RETURN_REJECT 반품 철회 EXCHANGE_REJECT 교환 철회 PURCHASE_DECISION_HOLDBACK 구매 확정 보류 PURCHASE_DECISION_REQUEST 구매 확정 요청 PURCHASE_DECISION_HOLDBACK_RELEASE 구매 확정 보류 해제 ADMIN_CANCELING 직권 취소 중 A
클레임 요청 사유,"cancelReason, returnReason","반품, 취소",2,✅ 핵심 UDS,returnReason requestReturnClaimReason.pay-order-seller (string) REQUIRED 클레임 요청 사유. 250바이트 내외 코드 설명 비고 INTENT_CHANGED 구매 의사 취소 COLOR_AND_SIZE 색상 및 사이즈 변경 WRONG_ORDER 다른 상품 잘못 주문 PRODUCT_UNSATISFIED 서비스 불만족 DELAYED_DELIVERY 배송 지연 SOLD_OUT 상품 품절 DROPPED_DELIVERY 배송 누락 BROKEN 상품 파손 INCORRECT_INFO 상품 정보 상이 WRONG_DELIVERY 오배송 WRONG_OPTION 색상 등 다른 상품 잘못 배송
클레임 유형,claimType,주문 조회,1,✅ 핵심 UDS,claimType claimType.pay-order-seller (string) 클레임 구분. 250바이트 내외 코드 설명 비고 CANCEL 취소 RETURN 반품 EXCHANGE 교환 PURCHASE_DECISION_HOLDBACK 구매 확정 보류 ADMIN_CANCEL 직권 취소
클레임(반품/교환) 정보 (object) REQUIRED,claimDeliveryInfo,상품 일괄 수정,1,✅ 핵심 UDS,claimDeliveryInfo 클레임(반품/교환) 정보 (object) REQUIRED
타임스탬프,timestamp,"OAuth 2.0, SKU, 고객 데이터, 고객 문의 답변 등록/수정, 고객 문의 조회, 교환, 그룹상품, 마케팅 분석, 반품, 발주/발송 처리, 부가세 내역, 브랜드, 비즈월렛 결제 내역 조회, 사이즈, 상품, 상품 검수, 상품 공지사항, 상품 공지사항 적용, 상품 목록, 상품 문의, 상품 배송 정보, 상품 속성, 상품 원산지 정보, 상품 이미지, 상품 일괄 수정, 상품정보제공고시, 솔루션 사용 API, 쇼핑행동 분석, 실시간 분석, 옵션, 외부 개발사 자체 결제, 정산 내역, 제조사, 주문 조회, 취소, 카탈로그, 카테고리, 태그, 판매 분석, 판매 옵션, 판매자 물류, 판매자 인증 JWE 해석, 패션모델",134,✅ 핵심 UDS,timestamp integer<int64> REQUIRED 전자서명 생성 시 사용된 밀리초(millisecond) 단위의 Unix 시간. 5분간 유효 Example: 1706671059230
태그 ID (integer,sellerTags,상품 목록,1,✅ 핵심 UDS,sellerTags KrExternalApiTagInfoVo.product (object)[] Array [ code 태그 ID (integer<int64>) 태그 ID는 추천 태그 조회 API를 통해 확인할 수 있습니다. 입력한 태그 ID와 태그명이 일치하지 않는 경우 요청은 실패합니다. 추천 태그가 아닌 직접 입력 태그의 경우 태그 ID(code)는 입력하지 않습니다. text 태그명 (string) REQUIRED ]
태그명 (string) REQUIRED,text,"상품 목록, 태그",2,✅ 핵심 UDS,text 태그명 (string) REQUIRED
택배사,deliveryCompany,상품 일괄 수정,1,✅ 핵심 UDS,"deliveryCompany 택배사 (string) DELIVERY(택배, 소포, 등기)일 때 필수 입력 주문 > 발주/발송 처리 > 발송 처리 API의 택배사 코드(deliveryCompanyCode)를 참고하여 코드값을 입력합니다. 배송 속성이 SELLER_GUARANTEE(N판매자배송), HOPE_SELLER_GUARANTEE(N희망일배송)인 경우 판매자정보 > 판매자 물류 > 물류사 연동 정보 조회 API에서 해당하는 deliveryTypes(배송 속성)의 logisticsCompanyId(물류사 ID)를 상품 API의 deliveryCompany(택배사)에 입력합니다."
택배사 코드,"collectDeliveryCompany, deliveryCompanyCode, reDeliveryCompany","교환, 반품, 발주/발송 처리",3,✅ 핵심 UDS,deliveryCompanyCode deliveryCompanyCode.pay-order-seller (string) 택배사 코드. 250바이트 내외 코드 설명 비고 CJGLS CJ대한통운 HYUNDAI 롯데택배 HANJIN 한진택배 KGB 로젠택배 EPOST 우체국택배 MTINTER 엠티인터내셔널 1004HOME 1004HOME TWOFASTEXPRESS 2FAST익스프레스 ACE ACEexpress ACIEXPRESS ACI ADCAIR ADC항운택배 AIRWAY AIRWAY익스프레스 APEX APEX ARAMEX ARAMEX ARGO ARGO AIRBOY AirboyExpress KOREXG CJ대한통운(국제택배) CUPARCEL CU편의점택배 CWAYEXPRESS CwayExpress DHL DHL DHLDE DHL(독일) DHLGLOBALMAIL DHLGlobalMail DPD DPD ECMSEXPRESS ECMSExpress EFS EFS EMS EMS EZUSA EZUS
택배사 ID,allianceId,판매자 물류,1,✅ 핵심 UDS,allianceId string 택배사 ID
택배사명,allianceName,판매자 물류,1,✅ 핵심 UDS,allianceName string 택배사명
텍스트 리뷰 포인트 (integer,textReviewPoint,상품 목록,1,✅ 핵심 UDS,textReviewPoint 텍스트 리뷰 포인트 (integer<int64>)
톡톡 계정 아이디 채널에 연결된 톡톡 채널이 노출 상태인 경,talkTalkAccountId,판매자,1,✅ 핵심 UDS,talkTalkAccountId string 톡톡 계정 아이디 채널에 연결된 톡톡 채널이 노출 상태인 경우 톡톡 계정 아이디를 제공합니다.
통계 제공 여부,isNotProvided,고객 데이터,2,✅ 핵심 UDS,isNotProvided boolean REQUIRED 통계 제공 여부. 집계 고객 수가 10건 미만인 경우 미제공
판매 기간 변경 사항 (object) 판매 기간 정보 sal,productSalePeriod,상품 일괄 수정,1,✅ 핵심 UDS,productSalePeriod 판매 기간 변경 사항 (object) 판매 기간 정보 saleStartDate 판매 시작 일시 (string<date-time>) 매 시각 00분으로만 설정 가능합니다. 'yyyy-MM-dd'T'HH:mm[:ss][.SSS]XXX' 형식으로 입력합니다. saleEndDate 판매 종료 일시 (string<date-time>) 매 시각 59분으로만 설정 가능합니다. 'yyyy-MM-dd'T'HH:mm[:ss][.SSS]XXX' 형식으로 입력합니다.
판매 시작 일시 (string,saleStartDate,"상품, 상품 목록, 상품 일괄 수정",10,✅ 핵심 UDS,saleStartDate 판매 시작 일시 (string<date-time>) 매 시각 00분으로만 설정 가능합니다. 'yyyy-MM-dd'T'HH:mm[:ss][.SSS]XXX' 형식으로 입력합니다.
판매 옵션 (object),standardPurchaseOptions,판매 옵션,1,✅ 핵심 UDS,"standardPurchaseOptions 판매 옵션 (object)[] REQUIRED 가이드에 포함되는 옵션 목록입니다. Array [ optionId 판매 옵션 ID (integer<int64>) REQUIRED optionName 판매 옵션명 (string) REQUIRED modelOptionYn 네이버 가격비교 서비스 노출 기준 (boolean) REQUIRED 네이버 가격비교 서비스 노출 기준이 되는 판매 옵션 여부를 표시합니다. 예를 들어, optionName이 '용량'인 판매 옵션의 modelOptionYn 값이 True이면, 그룹 내 상품이 용량 값을 기준으로 묶여 가격비교 서비스에 노출됩니다. 이 값이 True인 판매 옵션이 존재하지 않으면, 묶음 없이 그룹상품 단위 그대로 노출됩니다. colorCodeYn 색상칩 사용 여부 (boolean) REQUIRED 색상 코드 입력이 가능한 판매 옵션 여부를 표시합니다. 그룹상품 등록/수정/전환 API로 전달되는 hex "
